Testing,Title,Temperature,BG,BL,Frq,Ratio,ECC,Rank,Volt,Upper,Lower,Dut1,Dut2,Dut3,Dut4,Dut5,Dut6,Dut7,Dut8
IDD2NS_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,4.80MA,0.00,0.636,0.62,0.618,0.616,0.602,0.594,0.622,0.612
IDD2NS_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,35.60MA,0.00,6.60,6.08,6.72,5.40,7.24,7.00,6.80,5.56
IDD2NS_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD2NS_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.128,0.13,0.136,0.132,0.13,0.132
IDD3P_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,5.00MA,0.00,0.624,0.608,0.608,0.606,0.592,0.584,0.612,0.602
IDD3P_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,13.20MA,0.00,1.72,1.68,1.72,1.52,1.68,1.60,1.68,1.60
IDD3P_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD3P_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.128,0.13,0.136,0.132,0.13,0.132
IDD3PS_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,5.00MA,0.00,0.622,0.608,0.606,0.606,0.592,0.584,0.612,0.6
IDD3PS_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,13.20MA,0.00,1.68,1.68,1.72,1.52,1.68,1.60,1.68,1.60
IDD3PS_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD3PS_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.128,0.13,0.136,0.132,0.13,0.132
IDD3N_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,5.60MA,0.00,0.838,0.832,0.822,0.806,0.8,0.784,0.84,0.816
IDD3N_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,49.60MA,0.00,9.24,8.80,9.32,7.76,9.92,9.56,9.40,8.16
IDD3N_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD3N_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.128,0.13,0.136,0.132,0.13,0.132
IDD3NS_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,5.60MA,0.00,0.838,0.834,0.822,0.806,0.8,0.784,0.84,0.816
IDD3NS_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,49.60MA,0.00,8.12,7.68,8.24,6.68,8.84,8.48,8.36,7.04
IDD3NS_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD3NS_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.128,0.13,0.136,0.132,0.13,0.132
IDD4R_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,16.60MA,0.00,9.00,8.88,8.80,8.60,8.88,8.60,8.76,8.64
IDD4R_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,723.00MA,0.00,336.40,337.60,336.00,332.40,340.00,335.60,336.80,334.40
IDD4R_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD4R_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,213.00MA,0.00,87.20,87.20,86.80,85.60,85.20,85.60,86.40,84.40
IDD4W_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,14.60MA,0.00,7.20,7.12,7.04,6.84,7.08,6.80,7.00,6.84
IDD4W_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,563.00MA,0.00,200.40,200.40,200.00,198.00,203.20,200.40,200.40,199.20
IDD4W_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD4W_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.128,0.126,0.13,0.136,0.13,0.13,0.132
IDD5_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,42.40MA,0.00,26.04,26.12,25.92,25.72,25.88,25.72,26.24,25.92
IDD5_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,323.00MA,0.00,155.60,156.40,156.40,156.40,158.80,159.60,158.40,158.40
IDD5_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD5_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.126,0.13,0.136,0.132,0.13,0.132
IDD5AB_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,6.80MA,0.00,2.12,2.08,2.08,2.04,2.04,2.00,2.08,2.08
IDD5AB_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,51.60MA,0.00,15.88,15.44,16.00,14.84,16.64,16.48,16.20,15.12
IDD5AB_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD5AB_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.126,0.13,0.136,0.132,0.13,0.132
IDD5PB_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,6.80MA,0.00,2.12,2.12,2.12,2.08,2.08,2.08,2.12,2.12
IDD5PB_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,51.60MA,0.00,16.28,15.80,16.44,15.24,17.08,16.84,16.60,15.52
IDD5PB_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD5PB_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,3.00MA,0.00,0.13,0.13,0.126,0.13,0.136,0.132,0.13,0.132
IDD6_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.924,0.91,0.908,0.9,0.89,0.87,0.912,0.9
IDD6_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,2.40MA,0.00,2.28,2.27,2.34,2.24,2.29,2.26,2.28,2.24
IDD6_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,0.04MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD6_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,0.04MA,0.00,0.13,0.13,0.128,0.13,0.136,0.132,0.13,0.132
IDD6DS_VDD1,VS1,25,8B,L32,6400,4,NEC,0,HV,1.00MA,0.00,0.866,0.85,0.846,0.84,0.834,0.818,0.852,0.842
IDD6DS_VDD2H,VS2,25,8B,L32,6400,4,NEC,0,HV,2.40MA,0.00,2.26,2.26,2.32,2.23,2.28,2.25,2.27,2.23
IDD6DS_VDD2L,VS3,25,8B,L32,6400,4,NEC,0,HV,0.04MA,0.00,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
IDD6DS_VDDQ,VS4,25,8B,L32,6400,4,NEC,0,HV,0.04MA,0.00,0.06,0.058,0.058,0.058,0.06,0.058,0.058,0.058
tWR,tWR,25,16B,L16,0533,2,NEC,0,RV,,34.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRCD,tRCD,25,16B,L16,0533,2,NEC,0,RV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPab,tRPAB,25,16B,L16,0533,2,NEC,0,RV,,21.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPpb,tRPPB,25,16B,L16,0533,2,NEC,0,RV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tWTR_L,tWTR_L,25,16B,L16,0533,2,NEC,0,RV,,30.00NS,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51
tRRD,tRRD,25,16B,L16,0533,2,NEC,0,RV,,15.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tPPD,tPPD,25,16B,L16,0533,2,NEC,0,RV,,15.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L16,0533,2,NEC,0,RV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L16,0533,2,NEC,0,LV,,34.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRCD,tRCD,25,16B,L16,0533,2,NEC,0,LV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPab,tRPAB,25,16B,L16,0533,2,NEC,0,LV,,21.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPpb,tRPPB,25,16B,L16,0533,2,NEC,0,LV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tWTR_L,tWTR_L,25,16B,L16,0533,2,NEC,0,LV,,30.00NS,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51
tRRD,tRRD,25,16B,L16,0533,2,NEC,0,LV,,15.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tPPD,tPPD,25,16B,L16,0533,2,NEC,0,LV,,15.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L16,0533,2,NEC,0,LV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L16,0533,2,NEC,0,HV,,34.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRCD,tRCD,25,16B,L16,0533,2,NEC,0,HV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPab,tRPAB,25,16B,L16,0533,2,NEC,0,HV,,21.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPpb,tRPPB,25,16B,L16,0533,2,NEC,0,HV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tWTR_L,tWTR_L,25,16B,L16,0533,2,NEC,0,HV,,30.00NS,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51
tRRD,tRRD,25,16B,L16,0533,2,NEC,0,HV,,15.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tPPD,tPPD,25,16B,L16,0533,2,NEC,0,HV,,15.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L16,0533,2,NEC,0,HV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L32,1066,2,NEC,0,RV,,34.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRCD,tRCD,25,16B,L32,1066,2,NEC,0,RV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPab,tRPAB,25,16B,L32,1066,2,NEC,0,RV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,16B,L32,1066,2,NEC,0,RV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,16B,L32,1066,2,NEC,0,RV,,15.00NS,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
tRRD,tRRD,25,16B,L32,1066,2,NEC,0,RV,,7.50NS,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
tPPD,tPPD,25,16B,L32,1066,2,NEC,0,RV,,7.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L32,1066,2,NEC,0,RV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L32,1066,2,NEC,0,LV,,34.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRCD,tRCD,25,16B,L32,1066,2,NEC,0,LV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPab,tRPAB,25,16B,L32,1066,2,NEC,0,LV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,16B,L32,1066,2,NEC,0,LV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,16B,L32,1066,2,NEC,0,LV,,15.00NS,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
tRRD,tRRD,25,16B,L32,1066,2,NEC,0,LV,,7.50NS,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
tPPD,tPPD,25,16B,L32,1066,2,NEC,0,LV,,7.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L32,1066,2,NEC,0,LV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L32,1066,2,NEC,0,HV,,34.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRCD,tRCD,25,16B,L32,1066,2,NEC,0,HV,,18.00NS,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
tRPab,tRPAB,25,16B,L32,1066,2,NEC,0,HV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,16B,L32,1066,2,NEC,0,HV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,16B,L32,1066,2,NEC,0,HV,,15.00NS,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
tRRD,tRRD,25,16B,L32,1066,2,NEC,0,HV,,7.50NS,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
tPPD,tPPD,25,16B,L32,1066,2,NEC,0,HV,,7.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L32,1066,2,NEC,0,HV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L16,1600,2,NEC,0,RV,,34.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tRCD,tRCD,25,16B,L16,1600,2,NEC,0,RV,,18.00NS,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50
tRPAB,tRPAB,25,16B,L16,1600,2,NEC,0,RV,,21.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tRPPB,tRPPB,25,16B,L16,1600,2,NEC,0,RV,,18.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tWTR_L,tWTR_L,25,16B,L16,1600,2,NEC,0,RV,,12.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,16B,L16,1600,2,NEC,0,RV,,5.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tPPD,tPPD,25,16B,L16,1600,2,NEC,0,RV,,5.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L16,1600,2,NEC,0,RV,,2.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L16,1600,2,NEC,0,LV,,34.00NS,5.00,5.00,5.00,7.50,5.00,5.00,5.00,5.00
tRCD,tRCD,25,16B,L16,1600,2,NEC,0,LV,,18.00NS,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50
tRPAB,tRPAB,25,16B,L16,1600,2,NEC,0,LV,,21.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tRPPB,tRPPB,25,16B,L16,1600,2,NEC,0,LV,,18.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tWTR_L,tWTR_L,25,16B,L16,1600,2,NEC,0,LV,,12.00NS,7.50,7.50,7.50,10.00,7.50,7.50,7.50,7.50
tRRD,tRRD,25,16B,L16,1600,2,NEC,0,LV,,5.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tPPD,tPPD,25,16B,L16,1600,2,NEC,0,LV,,5.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L16,1600,2,NEC,0,LV,,2.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,16B,L16,1600,2,NEC,0,HV,,34.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tRCD,tRCD,25,16B,L16,1600,2,NEC,0,HV,,18.00NS,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50
tRPAB,tRPAB,25,16B,L16,1600,2,NEC,0,HV,,21.00NS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
tRPPB,tRPPB,25,16B,L16,1600,2,NEC,0,HV,,18.00NS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
tWTR_L,tWTR_L,25,16B,L16,1600,2,NEC,0,HV,,12.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,16B,L16,1600,2,NEC,0,HV,,5.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tPPD,tPPD,25,16B,L16,1600,2,NEC,0,HV,,5.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,16B,L16,1600,2,NEC,0,HV,,2.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,2133,4,NEC,0,RV,,34.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRCD,tRCD,25,8B,L32,2133,4,NEC,0,RV,,18.00NS,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00
tRPab,tRPAB,25,8B,L32,2133,4,NEC,0,RV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,8B,L32,2133,4,NEC,0,RV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,8B,L32,2133,4,NEC,0,RV,,15.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,8B,L32,2133,4,NEC,0,RV,,7.50NS,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
tPPD,tPPD,25,8B,L32,2133,4,NEC,0,RV,,7.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,2133,4,NEC,0,RV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,2133,4,NEC,0,LV,,34.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRCD,tRCD,25,8B,L32,2133,4,NEC,0,LV,,18.00NS,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00
tRPab,tRPAB,25,8B,L32,2133,4,NEC,0,LV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,8B,L32,2133,4,NEC,0,LV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,8B,L32,2133,4,NEC,0,LV,,15.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,8B,L32,2133,4,NEC,0,LV,,7.50NS,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
tPPD,tPPD,25,8B,L32,2133,4,NEC,0,LV,,7.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,2133,4,NEC,0,LV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,2133,4,NEC,0,HV,,34.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRCD,tRCD,25,8B,L32,2133,4,NEC,0,HV,,18.00NS,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00
tRPab,tRPAB,25,8B,L32,2133,4,NEC,0,HV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,8B,L32,2133,4,NEC,0,HV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,8B,L32,2133,4,NEC,0,HV,,15.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,8B,L32,2133,4,NEC,0,HV,,7.50NS,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
tPPD,tPPD,25,8B,L32,2133,4,NEC,0,HV,,7.50NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,2133,4,NEC,0,HV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,3200,4,NEC,0,RV,,34.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tRCD,tRCD,25,8B,L32,3200,4,NEC,0,RV,,18.00NS,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50
tRPab,tRPAB,25,8B,L32,3200,4,NEC,0,RV,,21.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tRPpb,tRPPB,25,8B,L32,3200,4,NEC,0,RV,,18.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tWTR_L,tWTR_L,25,8B,L32,3200,4,NEC,0,RV,,12.00NS,7.50,5.00,5.00,7.50,5.00,7.50,7.50,7.50
tRRD,tRRD,25,8B,L32,3200,4,NEC,0,RV,,10.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tPPD,tPPD,25,8B,L32,3200,4,NEC,0,RV,,5.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,3200,4,NEC,0,RV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,3200,4,NEC,0,LV,,34.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tRCD,tRCD,25,8B,L32,3200,4,NEC,0,LV,,18.00NS,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50
tRPab,tRPAB,25,8B,L32,3200,4,NEC,0,LV,,21.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tRPpb,tRPPB,25,8B,L32,3200,4,NEC,0,LV,,18.00NS,10.00,10.00,10.00,12.50,10.00,10.00,10.00,10.00
tWTR_L,tWTR_L,25,8B,L32,3200,4,NEC,0,LV,,12.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,8B,L32,3200,4,NEC,0,LV,,10.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tPPD,tPPD,25,8B,L32,3200,4,NEC,0,LV,,5.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,3200,4,NEC,0,LV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,3200,4,NEC,0,HV,,34.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tRCD,tRCD,25,8B,L32,3200,4,NEC,0,HV,,18.00NS,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50
tRPab,tRPAB,25,8B,L32,3200,4,NEC,0,HV,,21.00NS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
tRPpb,tRPPB,25,8B,L32,3200,4,NEC,0,HV,,18.00NS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
tWTR_L,tWTR_L,25,8B,L32,3200,4,NEC,0,HV,,12.00NS,5.00,5.00,5.00,7.50,5.00,5.00,5.00,5.00
tRRD,tRRD,25,8B,L32,3200,4,NEC,0,HV,,10.00NS,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
tPPD,tPPD,25,8B,L32,3200,4,NEC,0,HV,,5.00NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,3200,4,NEC,0,HV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,4266,4,NEC,0,RV,,34.00NS,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63
tRCD,tRCD,25,8B,L32,4266,4,NEC,0,RV,,18.00NS,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13
tRPab,tRPAB,25,8B,L32,4266,4,NEC,0,RV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,8B,L32,4266,4,NEC,0,RV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,8B,L32,4266,4,NEC,0,RV,,12.00NS,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63
tRRD,tRRD,25,8B,L32,4266,4,NEC,0,RV,,10.00NS,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73
tPPD,tPPD,25,8B,L32,4266,4,NEC,0,RV,,3.75NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,4266,4,NEC,0,RV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,4266,4,ECC,0,RV,,38.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tWTR_L,tWTR_L,25,8B,L32,4266,4,ECC,0,RV,,16.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
tRRD,tRRD,25,8B,L32,4266,4,ECC,0,RV,,10.00NS,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
tWR,tWR,25,8B,L32,4266,4,NEC,0,LV,,34.00NS,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63
tRCD,tRCD,25,8B,L32,4266,4,NEC,0,LV,,18.00NS,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13
tRPab,tRPAB,25,8B,L32,4266,4,NEC,0,LV,,21.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tRPpb,tRPPB,25,8B,L32,4266,4,NEC,0,LV,,18.00NS,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
tWTR_L,tWTR_L,25,8B,L32,4266,4,NEC,0,LV,,12.00NS,5.63,5.63,5.63,7.50,5.63,5.63,5.63,7.50
tRRD,tRRD,25,8B,L32,4266,4,NEC,0,LV,,10.00NS,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73
tPPD,tPPD,25,8B,L32,4266,4,NEC,0,LV,,3.75NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRBTP,tRBTP,25,8B,L32,4266,4,NEC,0,LV,,0.0NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tWR,tWR,25,8B,L32,4266,4,ECC,0,LV,,38.00NS,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50
